ID,Airline Id,Origin,Destination
5757,WN,PDX,DEN
5758,WN,PDX,LAS
5759,WN,PDX,MCI
5760,WN,PDX,MDW
5761,WN,PDX,OAK
5762,WN,PDX,PHX
5763,WN,PDX,RNO
5764,WN,PDX,SJC
5765,WN,PDX,SLC
5766,WN,PDX,SMF
5767,WN,PHL,ATL
5768,WN,PHL,BNA
5769,WN,PHL,DEN
5770,WN,PHL,FLL
5771,WN,PHL,LAS
5772,WN,PHL,MCO
5773,WN,PHL,MDW
5774,WN,PHL,PHX
5775,WN,PHL,RSW
5776,WN,PHL,STL
5777,WN,PHL,TPA
5778,WN,PHX,ABQ
5779,WN,PHX,ATL
5780,WN,PHX,AUS
5781,WN,PHX,BNA
5782,WN,PHX,BOI
5783,WN,PHX,BUF
5784,WN,PHX,BUR
5785,WN,PHX,BWI
5786,WN,PHX,CMH
5787,WN,PHX,DEN
5788,WN,PHX,DTW
5789,WN,PHX,ELP
5790,WN,PHX,EWR
5791,WN,PHX,FLL
5792,WN,PHX,GEG
5793,WN,PHX,HOU
5794,WN,PHX,IND
5795,WN,PHX,LAS
5796,WN,PHX,LAX
5797,WN,PHX,LIT
5798,WN,PHX,MCI
5799,WN,PHX,MCO
5800,WN,PHX,MDW
5801,WN,PHX,MKE
5802,WN,PHX,MSP
5803,WN,PHX,MSY
5804,WN,PHX,OAK
5805,WN,PHX,OKC
5806,WN,PHX,OMA
5807,WN,PHX,ONT
5808,WN,PHX,PDX
5809,WN,PHX,PHL
5810,WN,PHX,PIT
5811,WN,PHX,RDU
5812,WN,PHX,RNO
5813,WN,PHX,SAN
5814,WN,PHX,SAT
5815,WN,PHX,SDF
5816,WN,PHX,SEA
5817,WN,PHX,SFO
5818,WN,PHX,SJC
5819,WN,PHX,SLC
5820,WN,PHX,SMF
5821,WN,PHX,SNA
5822,WN,PHX,STL
5823,WN,PHX,TPA
5824,WN,PHX,TUL
5825,WN,PIT,ATL
5826,WN,PIT,BNA
5827,WN,PIT,BWI
5828,WN,PIT,DEN
5829,WN,PIT,DFW
5830,WN,PIT,FLL
5831,WN,PIT,HOU
5832,WN,PIT,LAS
5833,WN,PIT,MCO
5834,WN,PIT,MDW
5835,WN,PIT,PHX
5836,WN,PIT,RSW
5837,WN,PIT,TPA
5838,WN,PNS,BNA
5839,WN,PNS,HOU
5840,WN,PUJ,ATL
5841,WN,PVD,BWI
5842,WN,PVD,FLL
5843,WN,PVD,MCO
5844,WN,PVD,MDW
5845,WN,PVD,RSW
5846,WN,PVD,TPA
5847,WN,RDU,ATL
5848,WN,RDU,BNA
5849,WN,RDU,BWI
5850,WN,RDU,DEN
5851,WN,RDU,FLL
5852,WN,RDU,HOU
5853,WN,RDU,LAS
5854,WN,RDU,MCO
5855,WN,RDU,MDW
5856,WN,RDU,PHX
5857,WN,RDU,STL
5858,WN,RDU,TPA
5859,WN,RIC,ATL
5860,WN,RIC,MCO
5861,WN,RNO,DEN
5862,WN,RNO,LAS
5863,WN,RNO,LAX
5864,WN,RNO,MDW
5865,WN,RNO,PDX
5866,WN,RNO,PHX
5867,WN,RNO,SAN
5868,WN,RNO,SEA
5869,WN,ROC,BWI
5870,WN,ROC,MCO
5871,WN,ROC,MDW
5872,WN,ROC,TPA
5873,WN,RSW,ATL
5874,WN,RSW,BDL
5875,WN,RSW,BWI
5876,WN,RSW,CMH
5877,WN,RSW,DCA
5878,WN,RSW,IND
5879,WN,RSW,MDW
5880,WN,RSW,MKE
5881,WN,RSW,PHL
5882,WN,RSW,PIT
5883,WN,RSW,PVD
5884,WN,RSW,STL
5885,WN,SAN,ABQ
5886,WN,SAN,ATL
5887,WN,SAN,AUS
5888,WN,SAN,BNA
5889,WN,SAN,BWI
5890,WN,SAN,DEN
5891,WN,SAN,HOU
5892,WN,SAN,LAS
5893,WN,SAN,MCI
5894,WN,SAN,MDW
5895,WN,SAN,MSY
5896,WN,SAN,OAK
5897,WN,SAN,PHX
5898,WN,SAN,RNO
5899,WN,SAN,SAT
5900,WN,SAN,SFO
5901,WN,SAN,SJC
5902,WN,SAN,SMF
5903,WN,SAN,STL
5904,WN,SAN,TUS
5905,WN,SAT,ATL
5906,WN,SAT,BNA
5907,WN,SAT,BWI
5908,WN,SAT,DAL
5909,WN,SAT,DEN
5910,WN,SAT,ELP
5911,WN,SAT,HOU
5912,WN,SAT,HRL
5913,WN,SAT,LAS
5914,WN,SAT,LAX
5915,WN,SAT,MCO
5916,WN,SAT,MDW
5917,WN,SAT,PHX
5918,WN,SAT,SAN
5919,WN,SAT,STL
5920,WN,SAT,TPA
5921,WN,SDF,ATL
5922,WN,SDF,BWI
5923,WN,SDF,DEN
5924,WN,SDF,LAS
5925,WN,SDF,MCO
5926,WN,SDF,MDW
5927,WN,SDF,PHX
5928,WN,SDF,TPA
5929,WN,SEA,ABQ
5930,WN,SEA,BWI
5931,WN,SEA,DEN
5932,WN,SEA,LAS
5933,WN,SEA,MDW
5934,WN,SEA,MKE
5935,WN,SEA,OAK
5936,WN,SEA,PHX
5937,WN,SEA,RNO
5938,WN,SEA,SJC
5939,WN,SEA,SLC
5940,WN,SEA,SMF
5941,WN,SFO,ATL
5942,WN,SFO,DEN
5943,WN,SFO,LAS
5944,WN,SFO,LAX
5945,WN,SFO,MDW
5946,WN,SFO,MKE
5947,WN,SFO,PHX
5948,WN,SFO,SAN
5949,WN,SFO,SNA
5950,WN,SJC,AUS
5951,WN,SJC,BUR
5952,WN,SJC,DEN
5953,WN,SJC,LAS
5954,WN,SJC,LAX
5955,WN,SJC,MDW
5956,WN,SJC,ONT
5957,WN,SJC,PDX
5958,WN,SJC,PHX
5959,WN,SJC,SAN
5960,WN,SJC,SEA
5961,WN,SJC,SNA
5962,WN,SJU,ATL
5963,WN,SJU,BWI
5964,WN,SJU,FLL
5965,WN,SJU,MCO
5966,WN,SJU,TPA
5967,WN,SLC,BWI
5968,WN,SLC,DEN
5969,WN,SLC,LAS
5970,WN,SLC,LAX
5971,WN,SLC,MDW
5972,WN,SLC,OAK
5973,WN,SLC,PDX
5974,WN,SLC,PHX
5975,WN,SLC,SEA
5976,WN,SMF,BUR
5977,WN,SMF,DEN
5978,WN,SMF,LAS
5979,WN,SMF,LAX
5980,WN,SMF,MDW
5981,WN,SMF,ONT
5982,WN,SMF,PDX
5983,WN,SMF,PHX
5984,WN,SMF,SAN
5985,WN,SMF,SEA
5986,WN,SMF,SNA
5987,WN,SNA,DEN
5988,WN,SNA,HOU
5989,WN,SNA,LAS
5990,WN,SNA,OAK
5991,WN,SNA,PHX
5992,WN,SNA,SFO
5993,WN,SNA,SJC
5994,WN,SNA,SMF
5995,WN,STL,ATL
5996,WN,STL,BNA
5997,WN,STL,BOS
5998,WN,STL,BWI
5999,WN,STL,CMH
6000,WN,STL,DAL
6001,WN,STL,DCA
6002,WN,STL,DEN
6003,WN,STL,DTW
6004,WN,STL,ECP
6005,WN,STL,EWR
6006,WN,STL,FLL
6007,WN,STL,GRR
6008,WN,STL,HOU
6009,WN,STL,LAS
6010,WN,STL,LAX
6011,WN,STL,LGA
6012,WN,STL,MCI
6013,WN,STL,MCO
6014,WN,STL,MDW
6015,WN,STL,MKE
6016,WN,STL,MSP
6017,WN,STL,MSY
6018,WN,STL,OKC
6019,WN,STL,OMA
6020,WN,STL,PHL
6021,WN,STL,PHX
6022,WN,STL,RDU
6023,WN,STL,RSW
6024,WN,STL,SAN
6025,WN,STL,SAT
6026,WN,STL,TPA
6027,WN,STL,TUL
6028,WN,TPA,ALB
6029,WN,TPA,ATL
6030,WN,TPA,AUS
6031,WN,TPA,BDL
6032,WN,TPA,BHM
6033,WN,TPA,BNA
6034,WN,TPA,BUF
6035,WN,TPA,BWI
6036,WN,TPA,CAK
6037,WN,TPA,CMH
6038,WN,TPA,DAY
6039,WN,TPA,DEN
6040,WN,TPA,EYW
6041,WN,TPA,FLL
6042,WN,TPA,FNT
6043,WN,TPA,GRR
6044,WN,TPA,HOU
6045,WN,TPA,IND
6046,WN,TPA,ISP
6047,WN,TPA,LAS
6048,WN,TPA,MCI
6049,WN,TPA,MDW
6050,WN,TPA,MEM
6051,WN,TPA,MHT
6052,WN,TPA,MKE
6053,WN,TPA,MSY
6054,WN,TPA,PHL
6055,WN,TPA,PHX
6056,WN,TPA,PIT
6057,WN,TPA,PVD
6058,WN,TPA,RDU
6059,WN,TPA,ROC
6060,WN,TPA,SAT
6061,WN,TPA,SDF
6062,WN,TPA,SJU
6063,WN,TPA,STL
6064,WN,TUL,DAL
6065,WN,TUL,DEN
6066,WN,TUL,HOU
6067,WN,TUL,LAS
6068,WN,TUL,MDW
6069,WN,TUL,PHX
6070,WN,TUL,STL
6071,WN,TUS,DEN
6072,WN,TUS,LAS
6073,WN,TUS,LAX
6074,WN,TUS,MDW
6075,WN,TUS,SAN
6076,WS,ANU,YYZ
6077,WS,ATL,JFK
6078,WS,ATL,LGA
6079,WS,ATL,YYZ
6080,WS,AUA,YYZ
6081,WS,AZS,YYZ
6082,WS,BDA,YYZ
6083,WS,BGI,YYZ
6084,WS,CCC,YYZ
6085,WS,CUN,YEG
6086,WS,CUN,YHZ
6087,WS,CUN,YUL
6088,WS,CUN,YVR
6089,WS,CUN,YYC
6090,WS,CUN,YYZ
6091,WS,CVG,YYZ
6092,WS,DFW,YUL
6093,WS,DFW,YVR
6094,WS,DFW,YYC
6095,WS,DFW,YYZ
6096,WS,DTW,YYZ
6097,WS,FLL,YUL
6098,WS,FLL,YYZ
6099,WS,GCM,YYZ
6100,WS,HNL,YVR
6101,WS,JFK,YUL
6102,WS,JFK,YYC
6103,WS,JFK,YYZ
6104,WS,KIN,YYZ
6105,WS,KOA,YVR
6106,WS,LAS,YEG
6107,WS,LAS,YQR
6108,WS,LAS,YUL
6109,WS,LAS,YVR
6110,WS,LAS,YWG
6111,WS,LAS,YXE
6112,WS,LAS,YYC
6113,WS,LAS,YYJ
6114,WS,LAS,YYZ
6115,WS,LAX,YEG
6116,WS,LAX,YVR
6117,WS,LAX,YYC
6118,WS,LAX,YYZ
6119,WS,LGA,ATL
6120,WS,LGA,MSY
6121,WS,LGA,YHZ
6122,WS,LGA,YUL
6123,WS,LGA,YYZ
6124,WS,LIH,YVR
6125,WS,LIR,YYZ
6126,WS,MBJ,YHZ
6127,WS,MBJ,YYZ
6128,WS,MCO,YHZ
6129,WS,MCO,YQM
6130,WS,MCO,YYC
6131,WS,MCO,YYT
6132,WS,MCO,YYZ
6133,WS,MIA,MSY
6134,WS,MIA,YUL
6135,WS,MIA,YYZ
6136,WS,MSP,YUL
6137,WS,MSP,YYZ
6138,WS,MSY,LGA
6139,WS,MSY,MIA
6140,WS,MYR,YYZ
6141,WS,NAS,YYZ
6142,WS,OGG,YVR
6143,WS,ORD,YUL
6144,WS,ORD,YVR
6145,WS,ORD,YYC
6146,WS,ORD,YYZ
6147,WS,PHX,YEG
6148,WS,PHX,YYC
6149,WS,PLS,YYZ
6150,WS,POP,YYZ
6151,WS,POS,YYZ
6152,WS,PSP,YEG
6153,WS,PSP,YVR
6154,WS,PSP,YYC
6155,WS,PUJ,YHZ
6156,WS,PUJ,YUL
6157,WS,PUJ,YYZ
6158,WS,PVR,YEG
6159,WS,PVR,YVR
6160,WS,PVR,YYC
6161,WS,RSW,YYZ
6162,WS,SAN,YYC
6163,WS,SFO,YVR
6164,WS,SFO,YYC
6165,WS,SJD,YVR
6166,WS,SJD,YYC
6167,WS,SJU,YYZ
6168,WS,SNA,YVR
6169,WS,SNU,YYZ
6170,WS,SXM,YYZ
6171,WS,TPA,YYZ
6172,WS,UVF,YYZ
6173,WS,VRA,YYZ
6174,WS,YBR,YYC
6175,WS,YCD,YYC
6176,WS,YDF,YYZ
6177,WS,YEG,CUN
6178,WS,YEG,LAS
6179,WS,YEG,LAX
6180,WS,YEG,PHX
6181,WS,YEG,PSP
6182,WS,YEG,PVR
6183,WS,YEG,YHM
6184,WS,YEG,YLW
6185,WS,YEG,YMM
6186,WS,YEG,YOW
6187,WS,YEG,YQQ
6188,WS,YEG,YQR
6189,WS,YEG,YQU
6190,WS,YEG,YUL
6191,WS,YEG,YVR
6192,WS,YEG,YWG
6193,WS,YEG,YXE
6194,WS,YEG,YXX
6195,WS,YEG,YYC
6196,WS,YEG,YYJ
6197,WS,YEG,YYZ
6198,WS,YEG,YZF
6199,WS,YHM,YEG
6200,WS,YHM,YHZ
6201,WS,YHM,YQM
6202,WS,YHM,YYC
6203,WS,YHZ,CUN
6204,WS,YHZ,LGA
6205,WS,YHZ,MBJ
6206,WS,YHZ,MCO
6207,WS,YHZ,PUJ
6208,WS,YHZ,YHM
6209,WS,YHZ,YOW
6210,WS,YHZ,YYC
6211,WS,YHZ,YYT
6212,WS,YHZ,YYZ
6213,WS,YKA,YYC
6214,WS,YKF,YYC
6215,WS,YLW,YEG
6216,WS,YLW,YVR
6217,WS,YLW,YYC
6218,WS,YLW,YYJ
6219,WS,YLW,YYZ
6220,WS,YMM,YEG
6221,WS,YMM,YYC
6222,WS,YMM,YYZ
6223,WS,YOW,YEG
6224,WS,YOW,YHZ
6225,WS,YOW,YWG
6226,WS,YOW,YYC
6227,WS,YOW,YYT
6228,WS,YOW,YYZ
6229,WS,YQB,YYZ
6230,WS,YQG,YYC
6231,WS,YQM,MCO
6232,WS,YQM,YHM
6233,WS,YQM,YYZ
6234,WS,YQQ,YEG
6235,WS,YQQ,YYC
6236,WS,YQR,LAS
6237,WS,YQR,YEG
6238,WS,YQR,YVR
6239,WS,YQR,YWG
6240,WS,YQR,YYC
6241,WS,YQR,YYZ
6242,WS,YQT,YWG
6243,WS,YQT,YYZ
6244,WS,YQU,YEG
6245,WS,YQU,YYC
6246,WS,YUL,CUN
6247,WS,YUL,DFW
6248,WS,YUL,FLL
6249,WS,YUL,JFK
6250,WS,YUL,LAS
6251,WS,YUL,LGA
6252,WS,YUL,MIA
6253,WS,YUL,MSP
6254,WS,YUL,ORD
6255,WS,YUL,PUJ
6256,WS,YUL,YEG
6257,WS,YUL,YVR
6258,WS,YUL,YWG
6259,WS,YUL,YYC
6260,WS,YUL,YYZ
6261,WS,YVR,CUN
6262,WS,YVR,DFW
6263,WS,YVR,HNL
6264,WS,YVR,KOA
6265,WS,YVR,LAS
6266,WS,YVR,LAX
6267,WS,YVR,LIH
6268,WS,YVR,OGG
6269,WS,YVR,ORD
6270,WS,YVR,PSP
6271,WS,YVR,PVR
6272,WS,YVR,SFO
6273,WS,YVR,SJD
6274,WS,YVR,SNA
6275,WS,YVR,YEG
6276,WS,YVR,YLW
6277,WS,YVR,YQR
6278,WS,YVR,YUL
6279,WS,YVR,YWG
6280,WS,YVR,YXE
6281,WS,YVR,YXJ
6282,WS,YVR,YXS
6283,WS,YVR,YXT
6284,WS,YVR,YYC
6285,WS,YVR,YYJ
6286,WS,YVR,YYZ
6287,WS,YWG,LAS
6288,WS,YWG,YEG
6289,WS,YWG,YOW
6290,WS,YWG,YQR
6291,WS,YWG,YQT
6292,WS,YWG,YUL
6293,WS,YWG,YVR
6294,WS,YWG,YXE
6295,WS,YWG,YXU
6296,WS,YWG,YYC
6297,WS,YWG,YYZ
6298,WS,YXE,LAS
6299,WS,YXE,YEG
6300,WS,YXE,YVR
6301,WS,YXE,YWG
6302,WS,YXE,YYC
6303,WS,YXE,YYZ
6304,WS,YXJ,YVR
6305,WS,YXJ,YYC
6306,WS,YXS,YVR
6307,WS,YXS,YYC
6308,WS,YXT,YVR
6309,WS,YXU,YWG
6310,WS,YXU,YYC
6311,WS,YXX,YEG
6312,WS,YXX,YYC
6313,WS,YYC,CUN
6314,WS,YYC,DFW
6315,WS,YYC,JFK
6316,WS,YYC,LAS
6317,WS,YYC,LAX
6318,WS,YYC,MCO
6319,WS,YYC,ORD
6320,WS,YYC,PHX
6321,WS,YYC,PSP
6322,WS,YYC,PVR
6323,WS,YYC,SAN
6324,WS,YYC,SFO
6325,WS,YYC,SJD
6326,WS,YYC,YBR
6327,WS,YYC,YCD
6328,WS,YYC,YEG
6329,WS,YYC,YHM
6330,WS,YYC,YHZ
6331,WS,YYC,YKA
6332,WS,YYC,YKF
6333,WS,YYC,YLW
6334,WS,YYC,YMM
6335,WS,YYC,YOW
6336,WS,YYC,YQG
6337,WS,YYC,YQQ
6338,WS,YYC,YQR
6339,WS,YYC,YQU
6340,WS,YYC,YUL
6341,WS,YYC,YVR
6342,WS,YYC,YWG
6343,WS,YYC,YXE
6344,WS,YYC,YXJ
6345,WS,YYC,YXS
6346,WS,YYC,YXU
6347,WS,YYC,YXX
6348,WS,YYC,YYJ
6349,WS,YYC,YYZ
6350,WS,YYG,YYZ
6351,WS,YYJ,LAS
6352,WS,YYJ,YEG
6353,WS,YYJ,YLW
6354,WS,YYJ,YVR
6355,WS,YYJ,YYC
6356,WS,YYJ,YYZ
6357,WS,YYT,MCO
6358,WS,YYT,YHZ
6359,WS,YYT,YOW
6360,WS,YYT,YYZ
6361,WS,YYZ,ANU
6362,WS,YYZ,ATL
6363,WS,YYZ,AUA
6364,WS,YYZ,AZS
6365,WS,YYZ,BDA
6366,WS,YYZ,BGI
6367,WS,YYZ,CCC
6368,WS,YYZ,CUN
6369,WS,YYZ,CVG
6370,WS,YYZ,DFW
6371,WS,YYZ,DTW
6372,WS,YYZ,FLL
6373,WS,YYZ,GCM
6374,WS,YYZ,JFK
6375,WS,YYZ,KIN
6376,WS,YYZ,LAS
6377,WS,YYZ,LAX
6378,WS,YYZ,LGA
6379,WS,YYZ,LIR
6380,WS,YYZ,MBJ
6381,WS,YYZ,MCO
6382,WS,YYZ,MIA
6383,WS,YYZ,MSP
6384,WS,YYZ,MYR
6385,WS,YYZ,NAS
6386,WS,YYZ,ORD
6387,WS,YYZ,PLS
6388,WS,YYZ,POP
6389,WS,YYZ,POS
6390,WS,YYZ,PUJ
6391,WS,YYZ,RSW
6392,WS,YYZ,SJU
6393,WS,YYZ,SNU
6394,WS,YYZ,SXM
6395,WS,YYZ,TPA
6396,WS,YYZ,UVF
6397,WS,YYZ,VRA
6398,WS,YYZ,YDF
6399,WS,YYZ,YEG
6400,WS,YYZ,YHZ
6401,WS,YYZ,YLW
6402,WS,YYZ,YMM
6403,WS,YYZ,YOW
6404,WS,YYZ,YQB
6405,WS,YYZ,YQM
6406,WS,YYZ,YQR
6407,WS,YYZ,YQT
6408,WS,YYZ,YUL
6409,WS,YYZ,YVR
6410,WS,YYZ,YWG
6411,WS,YYZ,YXE
6412,WS,YYZ,YYC
6413,WS,YYZ,YYG
6414,WS,YYZ,YYJ
6415,WS,YYZ,YYT
6416,WS,YZF,YEG
