ID,Name,City,Country,IATA 3,Latitute,Longitude
4080,Tongliao Airport,Tongliao,China,TGO,43.556702,122.199997
4081,Ulanhot Airport,Ulanhot,China,HLH,46.195333,122.008333
4082,Xilinhot Airport,Xilinhot,China,XIL,43.91559982,115.9639969
4083,Beihai Airport,Beihai,China,BHY,21.5394,109.293999
4084,Changde Airport,Changde,China,CGD,28.91889954,111.6399994
4085,Dayong Airport,Dayong,China,DYG,29.1028,110.443001
4086,Meixian Airport,Meixian,China,MXZ,24.35000038,116.1330032
4087,Zhuhai Jinwan Airport,Zhuhai,China,ZUH,22.006399,113.375999
4088,Liuzhou Bailian Airport,Liuzhou,China,LZH,24.2075,109.390999
4089,Zhanjiang Airport,Zhanjiang,China,ZHA,21.214399,110.358002
4090,Enshi Airport,Enshi,China,ENH,30.32029915,109.4850006
4091,Nanyang Jiangying Airport,Nanyang,China,NNY,32.980801,112.614998
4092,Xiangyang Liuji Airport,Xiangfan,China,XFN,32.1506,112.291
4093,Yichang Sanxia Airport,Yichang,China,YIH,30.55655,111.479988
4094,Ankang Wulipu Airport,Ankang,China,AKA,32.708099,108.931
4095,Golmud Airport,Golmud,China,GOQ,36.4006,94.786102
4096,Hanzhong Chenggu Airport,Hanzhong,China,HZG,33.063599,107.008003
4097,Qingyang Airport,Qingyang,China,IQN,35.799702,107.602997
4098,Xining Caojiabu Airport,Xining,China,XNN,36.5275,102.042999
4099,Yan'an Ershilipu Airport,Yan'an,China,ENY,36.636902,109.554001
4100,Yulin Yuyang Airport,Yulin,China,UYN,38.35971,109.590927
4101,Arvaikheer Airport,Arvaikheer,Mongolia,AVK,46.25030136,102.802002
4102,Altai Airport,Altai,Mongolia,LTI,46.37639999,96.22109985
4103,Bayankhongor Airport,Bayankhongor,Mongolia,BYN,46.16329956,100.7040024
4104,Dalanzadgad Airport,Dalanzadgad,Mongolia,DLZ,43.59170151,104.4300003
4105,Khovd Airport,Khovd,Mongolia,HVD,47.95410156,91.62819672
4106,Mörön Airport,Muren,Mongolia,MXV,49.66329956,100.098999
4107,Diqing Airport,Shangri-La,China,DIG,27.7936,99.6772
4108,Mangshi Airport,Luxi,China,LUM,24.4011,98.5317
4109,Pu'er Simao Airport,Simao,China,SYM,22.793301,100.959
4110,Zhaotong Airport,Zhaotong,China,ZAT,27.32559967,103.7549973
4111,Ganzhou Airport,Ganzhou,China,KOW,25.853333,114.778889
4112,Jingdezhen Airport,Jingdezhen,China,JDZ,29.33860016,117.1760025
4113,Jiujiang Lushan Airport,Jiujiang,China,JIU,29.476944,115.801111
4114,Quzhou Airport,Quzhou,China,JUZ,28.965799,118.899002
4115,Lianyungang Airport,Lianyungang,China,LYG,34.571667,118.873611
4116,Huangyan Luqiao Airport,Huangyan,China,HYN,28.56220055,121.4290009
4117,Shubuling Airport,Linyi,China,LYI,35.04610062,118.4120026
4118,Quanzhou Jinjiang International Airport,Quanzhou,China,JJN,24.7964,118.589996
4119,Tunxi International Airport,Huangshan,China,TXN,29.73329926,118.2559967
4120,Weifang Airport,Weifang,China,WEF,36.646702,119.119003
4121,Weihai Airport,Weihai,China,WEH,37.18709946,122.2289963
4122,Sunan Shuofang International Airport,Wuxi,China,WUX,31.49440002,120.4290009
4123,Nanping Wuyishan Airport,Wuyishan,China,WUS,27.7019,118.000999
4124,Wenzhou Yongqiang Airport,Wenzhou,China,WNZ,27.91220093,120.8519974
4125,Yancheng Airport,Yancheng,China,YNZ,33.425833,120.203056
4126,Yiwu Airport,Yiwu,China,YIW,29.34469986,120.0319977
4127,Zhoushan Airport,Zhoushan,China,HSN,29.93420029,122.3619995
4128,Qamdo Bangda Airport,Bangda,China,BPX,30.55360031,97.10829926
4129,Dachuan Airport,Dazhou,China,DAX,31.1302,107.4295
4130,Guangyuan Airport,Guangyuan,China,GYS,32.39110184,105.7020035
4131,Luzhou Airport,Luzhou,China,LZO,28.85219955,105.3929977
4132,Mianyang Airport,Mianyang,China,MIG,31.42810059,104.7409973
4133,Nanchong Airport,Nanchong,China,NAO,30.79545,106.1626
4134,Nyingchi Airport,Nyingchi,China,LZY,29.30330086,94.33529663
4135,Wanxian Airport,Wanxian,China,WXN,30.8017,108.433
4136,Aksu Airport,Aksu,China,AKU,41.262501,80.291702
4137,Qiemo Airport,Qiemo,China,IQM,38.1493988,85.53279877
4138,Kuqa Airport,Kuqa,China,KCA,41.7181015,82.98690033
4139,Korla Airport,Korla,China,KRL,41.69779968,86.12889862
4140,Karamay Airport,Karamay,China,KRY,45.46655,84.9527
4141,Yining Airport,Yining,China,YIN,43.955799,81.330299
4142,Heihe Airport,Heihe,China,HEK,50.17162094,127.3088837
4143,Jiamusi Airport,Jiamusi,China,JMU,46.84339905,130.4649963
4144,Jinzhou Airport,Jinzhou,China,JNZ,41.10139847,121.0619965
4145,Qiqihar Sanjiazi Airport,Qiqihar,China,NDG,47.23960114,123.9179993
4146,Yanji Chaoyangchuan Airport,Yanji,China,YNJ,42.88280106,129.451004
4147,Waikoloa Heliport,Waikoloa Village,United States,WKL,19.9205,-155.8607
4148,Mount Keith Airport,Mount Keith,Australia,WME,-27.28639984,120.5550003
4149,Los Roques Airport,Los Roques,Venezuela,LRV,11.94999981,-66.66999817
4150,Inishmore Aerodrome,Inis Mor,Ireland,IOR,53.1067009,-9.653610229
4151,Connemara Regional Airport,Indreabhan,Ireland,NNR,53.2303009,-9.467780113
4152,Rügen Airport,Ruegen,Germany,GTI,54.3833313,13.3255558
4153,Berezovo Airport,Berezovo,Russia,NBB,63.92100143,65.03050232
4154,Worcester Regional Airport,Worcester,United States,ORH,42.26729965,-71.8757019
4155,Anqing Tianzhushan Airport,Anqing,China,AQG,30.582199,117.050003
4156,Shanhaiguan Airport,Qinhuangdao,China,SHP,39.968102,119.731003
4157,Yuncheng Guangong Airport,Yuncheng,China,YCU,35.116391,111.0313889
4158,Jiayuguan Airport,Jiayuguan,China,JGN,39.856899,98.3414
4159,Ordos Ejin Horo Airport,Dongsheng,China,DSN,39.49,109.8613889
4160,Bremerton National Airport,Bremerton,United States,PWT,47.49020004,-122.7649994
4161,Spencer Municipal Airport,Spencer,United States,SPW,43.16550064,-95.20279694
4162,Jefferson City Memorial Airport,Jefferson City,United States,JEF,38.59120178,-92.15609741
4163,Unst Airport,Unst,United Kingdom,UNT,60.74720001,-0.853850007
4164,Provincetown Municipal Airport,Provincetown,United States,PVC,42.07189941,-70.2213974
4165,Gustaf III Airport,Gustavia,France,SBH,17.90439987,-62.84360123
4166,Kostroma Sokerkino Airport,Kostroma,Russia,KMW,57.7969017,41.01940155
4167,Sukhumi Dranda Airport,Sukhumi,Georgia,SUI,42.85820007,41.12810135
4168,Donskoye Airport,Tambow,Russia,TBW,52.80609894,41.48279953
4169,Oban Airport,North Connel,United Kingdom,OBN,56.46350098,-5.399670124
4170,Erechim Airport,Erechim,Brazil,ERM,-27.66189957,-52.2682991
4171,Courchevel Airport,Courcheval,France,CVF,45.39670181,6.634719849
4172,Fullerton Municipal Airport,Fullerton,United States,FUL,33.87200165,-117.9800034
4173,Navoi Airport,Navoi,Uzbekistan,NVI,40.11719894,65.17079926
4174,Ain Arnat Airport,Setif,Algeria,QSF,36.17810059,5.32449007
4175,La Rochelle-Île de Ré Airport,La Rochelle,France,LRH,46.17919922,-1.195279956
4176,Friedman Memorial Airport,Hailey,United States,SUN,43.50439835,-114.2959976
4177,Mason City Municipal Airport,Mason City,United States,MCW,43.15779877,-93.33129883
4178,Phoenix-Mesa-Gateway Airport,Mesa,United States,AZA,33.30780029,-111.6549988
4179,Saúl Airport,Saul,French Guiana,XAU,3.61361,-53.204201
4180,Anaktuvuk Pass Airport,Anaktuvuk Pass,United States,AKP,68.13359833,-151.7429962
4181,Anvik Airport,Anvik,United States,ANV,62.646702,-160.190994
4182,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,United States,ATK,70.46730042,-157.4360046
4183,Gambell Airport,Gambell,United States,GAM,63.76679993,-171.7330017
4184,Hooper Bay Airport,Hooper Bay,United States,HPB,61.52389908,-166.1470032
4185,Kaltag Airport,Kaltag,United States,KAL,64.31909943,-158.7409973
4186,St Mary's Airport,St Mary's,United States,KSM,62.0605011,-163.302002
4187,Kivalina Airport,Kivalina,United States,KVL,67.73619843,-164.5630035
4188,Mekoryuk Airport,Mekoryuk,United States,MYU,60.37139893,-166.2709961
4189,Ruby Airport,Ruby,United States,RBY,64.72720337,-155.4700012
4190,Shishmaref Airport,Shishmaref,United States,SHH,66.249604,-166.089112
4191,Savoonga Airport,Savoonga,United States,SVA,63.68640137,-170.4929962
4192,Noatak Airport,Noatak,United States,WTK,67.56610107,-162.9750061
4193,Ormoc Airport,Ormoc City,Philippines,OMC,11.05799961,124.5650024
4194,Puvirnituq Airport,Puvirnituq,Canada,YPX,60.05059814,-77.28690338
4195,Tasiujaq Airport,Tasiujaq,Canada,YTQ,58.6678009,-69.95580292
4196,Arctic Village Airport,Arctic Village,United States,ARC,68.1147,-145.578995
4197,Sam Mbakwe International Airport,Imo,Nigeria,QOW,5.427060127,7.206029892
4198,Arenal Airport,La Fortuna/San Carlos,Costa Rica,FON,10.47799969,-84.6344986
4199,Tambor Airport,Nicoya,Costa Rica,TMU,9.738519669,-85.01380157
4200,Cauayan Airport,Cauayan,Philippines,CYZ,16.92989922,121.7529984
4201,Kirovsk-Apatity Airport,Apatity,Russia,KVK,67.46330261,33.5882988
4202,Coronel Altino Machado de Oliveira Airport,Governador Valadares,Brazil,GVR,-18.89520073,-41.98220062
4203,Pajala Airport,Pajala,Sweden,PJA,67.24559784,23.06889915
4204,Bella Coola Airport,Bella Coola,Canada,QBC,52.387501,-126.596001
4205,Hagerstown Regional Richard A Henson Field,Hagerstown,United States,HGR,39.707901,-77.72949982
4206,Araracuara Airport,Araracuara,Colombia,ACR,-0.5833,-72.4083
4207,Gorakhpur Airport,Gorakhpur,India,GOP,26.73970032,83.4496994
4208,Sand Point Airport,Sand Point,United States,SDP,55.31499863,-160.522995
4209,Hami Airport,Hami,China,HMI,42.84140015,93.66919708
4210,Wuzhou Changzhoudao Airport,Wuzhou,China,WUZ,23.456699,111.248001
4211,Tugdan Airport,Romblon,Philippines,TBH,12.31099987,122.0849991
4212,Sahand Airport,Maragheh,Iran,ACP,37.34799957,46.12789917
4213,Gorgan Airport,Gorgan,Iran,GBT,36.90940094,54.40129852
4214,Ilam Airport,Ilam,Iran,IIL,33.58660126,46.40480042
4215,Parsabade Moghan Airport,Parsabad,Iran,PFQ,39.60359955,47.88150024
4216,Tacheng Airport,Tacheng,China,TCG,46.67250061,83.34079742
4217,Mardin Airport,Mardin,Turkey,MQM,37.22330093,40.63169861
4218,Sugraly Airport,Zarafshan,Uzbekistan,AFS,41.61389923,64.23320007
4219,Deering Airport,Deering,United States,DRG,66.06960297,-162.7660065
4220,Leon Airport,Leon,Spain,LEN,42.5890007,-5.655560017
4221,Burgos Airport,Burgos,Spain,RGS,42.35760117,-3.620759964
4222,Sege Airport,Sege,Solomon Islands,EGM,-8.578889847,157.8760071
4223,Shahrekord Airport,Shahre Kord,Iran,CQD,32.29719925,50.84220123
4224,Kangra Airport,Kangra,India,DHM,32.1651001,76.26339722
4225,Nanded Airport,Nanded,India,NDC,19.18330002,77.3167038
4226,Shimla Airport,Shimla,India,SLV,31.0818,77.068001
4227,Igiugig Airport,Igiugig,United States,IGG,59.32400131,-155.9019928
4228,New Stuyahok Airport,New Stuyahok,United States,KNW,59.44990158,-157.3280029
4229,King Cove Airport,King Cove,United States,KVC,55.11629868,-162.2660065
4230,Port Heiden Airport,Port Heiden,United States,PTH,56.95909882,-158.6329956
4231,Togiak Airport,Togiak Village,United States,TOG,59.05279922,-160.3970032
4232,Geneina Airport,Geneina,Sudan,EGN,13.48169994,22.46719933
4233,Long Akah Airport,Long Akah,Malaysia,LKH,3.299999952,114.7829971
4234,Walaha Airport,Walaha,Vanuatu,WLH,-15.4119997,167.6909943
4235,Chaoyang Airport,Chaoyang,China,CHG,41.538101,120.434998
4236,Samburu South Airport,Samburu South,Kenya,UAS,0.530583024,37.53419495
4237,Brus Laguna Airport,Brus Laguna,Honduras,BHG,15.7631,-84.543602
4238,Bonaventure Airport,Bonaventure,Canada,YVB,48.07109833,-65.46029663
4239,Sialkot Airport,Sialkot,Pakistan,SKT,32.53555679,74.3638916
4240,Capitan Corbeta CA Curbelo International Airport,Punta del Este,Uruguay,PDP,-34.85509872,-55.09429932
4241,Walvis Bay Airport,Walvis Bay,Namibia,WVB,-22.97990036,14.64529991
4242,Katima Mulilo Airport,Mpacha,Namibia,MPA,-17.63439941,24.17670059
4243,Anadolu Airport,Eskissehir,Turkey,AOE,39.809898,30.5194
4244,Çanakkale Airport,Canakkale,Turkey,CKZ,40.13769913,26.42679977
4245,Muş Airport,Mus,Turkey,MSR,38.74779892,41.66120148
4246,Sinop Airport,Sinop,Turkey,SIC,42.01580048,35.06639862
4247,Tekirdağ Çorlu Airport,Çorlu,Turkey,TEQ,41.13819885,27.91909981
4248,Bursa Yenişehir Airport,Yenisehir,Turkey,YEI,40.25519943,29.56259918
4249,Terre-de-Haut Airport,Les Saintes,Guadeloupe,LSS,15.86439991,-61.58060074
4250,Kalay Airport,Kalemyo,Myanmar,KMV,23.18880081,94.05110168
4251,Vieques Airport,Vieques Island,Puerto Rico,VQS,18.11580086,-65.42269897
4252,St Augustin Airport,St-Augustin,Canada,YIF,51.21170044,-58.65829849
4253,Hamadan Airport,Hamadan,Iran,HDM,34.86920166,48.55250168
4254,Marinduque Airport,Gasan,Philippines,MRQ,13.36100006,121.8259964
4255,Grafton Airport,Grafton,Australia,GFN,-29.75939941,153.0299988
4256,Orange Airport,Orange,Australia,OAG,-33.38169861,149.1329956
4257,Taree Airport,Taree,Australia,TRO,-31.8885994,152.5140076
4258,Choibalsan Airport,Choibalsan,Mongolia,COQ,48.13570023,114.6460037
4259,Hohenems-Dornbirn Airport,Hohenems,Austria,HOJ,47.38499832,9.699999809
4260,Delta County Airport,Escanaba,United States,ESC,45.72269821,-87.09369659
4261,Yakutat Airport,Yakutat,United States,YAK,59.50329971,-139.6600037
4262,Goulburn Airport,Goulburn,Australia,GUL,-34.81029892,149.7259979
4263,Cessnock Airport,Cessnock,Australia,CES,-32.787498,151.341995
4264,Scone Airport,Scone,Australia,NSO,-32.03720093,150.8320007
4265,Mudgee Airport,Mudgee,Australia,DGE,-32.5625,149.6109924
4266,Maitland Airport,Maitland,Australia,MTL,-32.70330048,151.4880066
4267,Benjamin Rivera Noriega Airport,Culebra Island,Puerto Rico,CPX,18.313289,-65.304324
4268,Williamson County Regional Airport,Marion,United States,MWA,37.75500107,-89.01110077
4269,Burnet Municipal Kate Craddock Field,Bamburi,Kenya,BMQ,30.73889923,-98.23860168
4270,Oceanside Municipal Airport,Fraser Island,Australia,OKB,33.21730042,-117.3539963
4271,Kirkuk Air Base,Kirkuk,Iraq,KIK,35.4695015,44.34889984
4272,Al Udeid Air Base,Doha,Qatar,IUD,25.11730003,51.31499863
4273,Great Barrier Aerodrome,Claris,New Zealand,GBZ,-36.24140167,175.4720001
4274,Ford Airport,Iron Mountain,United States,IMT,45.81840134,-88.11450195
4275,Allakaket Airport,Allakaket,United States,AET,66.55180359,-152.621994
4276,Michigan City Municipal Airport,Michigan City,United States,MGC,41.70330048,-86.82119751
4277,Seward Airport,Seward,United States,SWD,60.12689972,-149.4190063
4278,Grand Marais Cook County Airport,Grand Marais,United States,GRM,47.8382988,-90.38289642
4279,Wausau Downtown Airport,Wausau,United States,AUW,44.92620087,-89.62660217
4280,Mary Airport,Mary,Turkmenistan,MYP,37.6194,61.896702
4281,Sazená Airport,Sazena,Czech Republic,LKS,50.3246994,14.25889969
4282,Reykjahlíð Airport,Myvatn,Iceland,MVA,65.65579987,-16.91810036
4283,Sabadell Airport,Sabadell,Spain,QSA,41.52090073,2.105079889
4284,Whitsunday Island Airport,Airlie Beach,Australia,WSY,-20.27611,148.755
4285,Delaware County Johnson Field,Muncie,United States,MIE,40.24229813,-85.39589691
4286,Purdue University Airport,Lafayette,United States,LAF,40.41230011,-86.93689728
4287,North Las Vegas Airport,Las Vegas,United States,VGT,36.21070099,-115.1940002
4288,Kenosha Regional Airport,Kenosha,United States,ENW,42.59569931,-87.92780304
4289,Montrose Regional Airport,Montrose CO,United States,MTJ,38.50979996,-107.8939972
4290,Riverton Regional Airport,Riverton WY,United States,RIW,43.06420136,-108.4599991
4291,Eastern Oregon Regional At Pendleton Airport,Pendleton,United States,PDT,45.69509888,-118.8410034
4292,Lympne Airport,Lympne,United Kingdom,LYM,51.08,1.013
4293,Porto Cheli Airport,Porto Heli,Greece,PKH,37.297501,23.1478
4294,Tindal Airport,Katherine,Australia,KTR,-14.52110004,132.378006
4295,Nowra Airport,Nowra,Australia,NOA,-34.94889832,150.5370026
4296,Lutsk Airport,Lutsk,Ukraine,UKC,50.678404,25.487165
4297,Chernihiv Shestovitsa Airport,Chernigov,Ukraine,CEJ,51.40219879,31.1583004
4298,Ternopil International Airport,Ternopol,Ukraine,TNL,49.5242,25.7001
4299,Brest Airport,Brest,Belarus,BQT,52.108299,23.8981
4300,Wittman Regional Airport,Oshkosh,United States,OSH,43.9844017,-88.55699921
4301,Wangerooge Airport,Wangerooge,Germany,AGE,53.78277969,7.913888931
4302,Pangborn Memorial Airport,Wenatchee,United States,EAT,47.39889908,-120.2070007
4303,Antonio Nery Juarbe Pol Airport,Arecibo,Puerto Rico,ARE,18.45000076,-66.6753006
4304,Ringi Cove Airport,Ringi Cove,Solomon Islands,RIN,-8.126390457,157.1430054
4305,Ust-Kut Airport,Ust-Kut,Russia,UKX,56.8567009,105.7300034
4306,Rimatara Airport,Rimatara,French Polynesia,RMT,-22.63725,-152.8059
4307,Lausanne-Blécherette Airport,Lausanne,Switzerland,QLS,46.54529953,6.616670132
4308,Locarno Airport,Locarno,Switzerland,ZJI,46.16080093,8.878609657
4309,Neuchatel Airport,Neuchatel,Switzerland,QNC,46.95750046,6.864719868
4310,Gelendzhik Airport,Gelendzhik,Russia,GDZ,44.58209263,38.01248074
4311,Tunoshna Airport,Yaroslavl,Russia,IAR,57.56069946,40.15739822
4312,Gu-Lian Airport,Mohe County,China,OHE,52.91277778,122.43
4313,Jining Qufu Airport,Jining,China,JNG,35.292778,116.346667
4314,Drake Bay Airport,Puntarenas,Costa Rica,DRK,8.71889019,-83.64170074
4315,Naypyidaw Airport,Naypyidaw,Burma,NYT,19.62350082,96.2009964
4316,Jan Mayensfield,Jan Mayen,Norway,ZXB,70.96111111,-8.575833333
4317,Wuhai Airport,Wuhai,China,WUA,39.7934,106.7993
4318,Gary Chicago International Airport,Gary,United States,GYY,41.61629868,-87.41280365
4319,Brainerd Lakes Regional Airport,Brainerd,United States,BRD,46.39830017,-94.13809967
4320,Greenbrier Valley Airport,Lewisburg,United States,LWB,37.85829926,-80.39949799
4321,Pitt Greenville Airport,Greenville,United States,PGV,35.6352005,-77.38529968
4322,Chefornak Airport,Chefornak,United States,CYF,60.14920044,-164.2859955
4323,Oxnard Airport,Oxnard,United States,OXR,34.20080185,-119.2070007
4324,Tongren Fenghuang Airport,Tongren,China,TEN,27.883333,109.308889
4325,Naiu Airport,Niau,French Polynesia,NIU,-16.1191,-146.3683
4326,Schenectady County Airport,Scotia NY,United States,SCH,42.85250092,-73.92890167
4327,Begishevo Airport,Nizhnekamsk,Russia,NBC,55.56470108,52.09249878
4328,Siargao Airport,Siargao,Philippines,IAO,9.859100342,126.0139999
4329,Langeoog Airport,Langeoog,Germany,LGO,53.74250031,7.497777939
4330,Nelspruit Airport,Nelspruit,South Africa,NLP,-25.5,30.91379929
4331,Cherkasy International Airport,Cherkassy,Ukraine,CKC,49.41559982,31.99530029
4332,Northeast Florida Regional Airport,St. Augustine Airport,United States,UST,29.95919991,-81.33979797
4333,Mykolaiv International Airport,Nikolayev,Ukraine,NLV,47.05789948,31.9197998
4334,Ramechhap Airport,Ramechhap,Nepal,RHP,27.3939991,86.06140137
4335,Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,STS,38.50899887,-122.8130035
4336,Kissimmee Gateway Airport,Kissimmee,United States,ISM,28.28980064,-81.43710327
4337,Lake City Gateway Airport,Lake City,United States,LCQ,30.18199921,-82.57689667
4338,Logan-Cache Airport,Logan,United States,LGU,41.79119873,-111.8519974
4339,Brigham City Airport,Brigham City,United States,BMC,41.55239868,-112.0619965
4340,Malad City Airport,Malad City,United States,MLD,42.16659927,-112.2969971
4341,Aspen-Pitkin Co/Sardy Field,Aspen,United States,ASE,39.22320175,-106.8690033
4342,Ulyanovsk Baratayevka Airport,Ulyanovsk,Russia,ULV,54.2682991,48.22669983
4343,Kerrville Municipal Louis Schreiner Field,Kerrville,United States,ERV,29.97669983,-99.08570099
4344,Sussex County Airport,Georgetown,United States,GED,38.68920135,-75.35890198
4345,Prince Rupert/Seal Cove Seaplane Base,Prince Rupert,Canada,ZSW,54.33330154,-130.2830048
4346,Great Bend Municipal Airport,Great Bend,United States,GBN,38.34429932,-98.85919952
4347,Hays Regional Airport,Hays,United States,HYS,38.84220123,-99.27320099
4348,Spirit of St Louis Airport,Null,United States,SUS,38.66210175,-90.65200043
4349,Ely Municipal Airport,Ely,United States,LYU,47.82450104,-91.83070374
4350,Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids MN,United States,GPZ,47.21110153,-93.50980377
4351,Thief River Falls Regional Airport,Thief River Falls,United States,TVF,48.06570053,-96.18499756
4352,Eagle River Union Airport,Eagle River,United States,EGV,45.93230057,-89.26830292
4353,Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,United States,ARV,45.92789841,-89.73090363
4354,Ankeny Regional Airport,Ankeny,United States,IKV,41.69139862,-93.56639862
4355,Berens River Airport,Berens River,Canada,YBV,52.358898,-97.018303
4356,Corpus Christi Naval Air Station/Truax Field,Corpus Christi,United States,NGP,27.69260025,-97.29109955
4357,Catalina Airport,Catalina Island,United States,AVX,33.4049,-118.416
4358,Mojave Airport,Mojave,United States,MHV,35.05939865,-118.1520004
4359,Interlaken Air Base,Interlaken,Switzerland,ZIN,46.6766014,7.8790798
4360,Inisheer Aerodrome,Inisheer,Ireland,INQ,53.06470108,-9.510899544
4361,Strezhevoy Airport,Strezhevoy,Russia,SWT,60.70940018,77.66000366
4362,Hutchinson Municipal Airport,Hutchinson,United States,HUT,38.06549835,-97.86060333
4363,Rosecrans Memorial Airport,Rosecrans,United States,STJ,39.77190018,-94.90969849
4364,Whiting Field Naval Air Station South Airport,Cuxhaven,Germany,NDZ,30.70439911,-87.02300262
4365,Volk Field,Camp Douglas,United States,VOK,43.93899918,-90.25340271
4366,Gunnison Crested Butte Regional Airport,Gunnison,United States,GUC,38.53390121,-106.9329987
4367,Xi'an Xiguan Airport,Xi\\'AN,China,SIA,34.376701,109.120003
4368,Zamperini Field,Torrance,United States,TOA,33.80339813,-118.3399963
4369,Manistee Co Blacker Airport,Manistee,United States,MBL,44.2723999,-86.24690247
4370,Charlotte County Airport,Punta Gorda,United States,PGD,26.92020035,-81.9905014
4371,Northern Aroostook Regional Airport,Frenchville,United States,WFK,47.28549957,-68.31279755
4372,Chautauqua County-Jamestown Airport,Jamestown,United States,JHW,42.15340042,-79.25800323
4373,La Macaza / Mont-Tremblant International Inc Airport,Mont-Tremblant,Canada,YTM,46.40940094,-74.77999878
4374,Lake Cumberland Regional Airport,Somerset,United States,SME,37.05339813,-84.61589813
4375,Shenandoah Valley Regional Airport,Weyers Cave,United States,SHD,38.26380157,-78.89640045
4376,Devils Lake Regional Airport,Devils Lake,United States,DVL,48.11420059,-98.90879822
4377,Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,DIK,46.79740143,-102.802002
4378,Sidney Richland Municipal Airport,Sidney,United States,SDY,47.70690155,-104.1930008
4379,Chadron Municipal Airport,Chadron,United States,CDR,42.83760071,-103.0950012
4380,Alliance Municipal Airport,Alliance,United States,AIA,42.05319977,-102.8040009
4381,Mc Cook Ben Nelson Regional Airport,McCook,United States,MCK,40.20629883,-100.5920029
4382,The Florida Keys Marathon Airport,Marathon,United States,MTH,24.72610092,-81.05139923
4383,Dawson Community Airport,Glendive,United States,GDV,47.13869858,-104.8069992
4384,L M Clayton Airport,Wolf Point,United States,OLF,48.0945015,-105.5749969
4385,Yellowstone Airport,West Yellowstone,United States,WYS,44.68840027,-111.1179962
4386,San Luis Valley Regional Bergman Field,Alamosa,United States,ALS,37.434898,-105.866997
4387,Canyonlands Field,Moab,United States,CNY,38.75500107,-109.7549973
4388,Ely Airport Yelland Field,Ely,United States,ELY,39.29970169,-114.8420029
4389,Vernal Regional Airport,Vernal,United States,VEL,40.4408989,-109.5100021
4390,Sierra Blanca Regional Airport,Ruidoso,United States,SRR,33.46279907,-105.5350037
4391,Show Low Regional Airport,Show Low,United States,SOW,34.26549912,-110.0059967
4392,McCall Municipal Airport,McCall,United States,MYL,44.88970184,-116.1009979
4393,Lemhi County Airport,Salmon,United States,SMN,45.12379837,-113.8809967
4394,Mammoth Yosemite Airport,Mammoth Lakes,United States,MMH,37.62409973,-118.8379974
4395,Friday Harbor Airport,Friday Harbor,United States,FRD,48.52199936,-123.0240021
4396,Orcas Island Airport,Eastsound,United States,ESD,48.70819855,-122.9100037
4397,Astoria Regional Airport,Astoria,United States,AST,46.15800095,-123.8789978
4398,Newport Municipal Airport,Newport,United States,ONP,44.58039856,-124.0579987
4399,Emmonak Airport,Emmonak,United States,EMK,62.78609848,-164.4909973
4400,Unalakleet Airport,Unalakleet,United States,UNK,63.88840103,-160.798996
4401,Ugnu-Kuparuk Airport,Kuparuk,United States,UUK,70.33080292,-149.5980072
4402,Shageluk Airport,Shageluk,United States,SHX,62.69229889,-159.5690002
4403,Nuiqsut Airport,Nuiqsut,United States,NUI,70.20999908,-151.0059967
4404,Eek Airport,Eek,United States,EEK,60.21367264,-162.0438843
4405,Kasigluk Airport,Kasigluk,United States,KUK,60.87440109,-162.5240021
4406,Kwethluk Airport,Kwethluk,United States,KWT,60.79029846,-161.4440002
4407,Kwigillingok Airport,Kwigillingok,United States,KWK,59.876499,-163.169005
4408,Marshall Don Hunter Sr Airport,Marshall,United States,MLL,61.86429977,-162.026001
4409,Russian Mission Airport,Russian Mission,United States,RSH,61.77888489,-161.319458
4410,Koliganek Airport,Koliganek,United States,KGK,59.72660065,-157.2590027
4411,Manokotak Airport,Manokotak,United States,KMO,58.99020004,-159.0500031
4412,Chalkyitsik Airport,Chalkyitsik,United States,CIK,66.64499664,-143.7400055
4413,Eagle Airport,Eagle,United States,EAA,64.77639771,-141.151001
4414,Hughes Airport,Hughes,United States,HUS,66.04109955,-154.2630005
4415,Huslia Airport,Huslia,United States,HSL,65.69789886,-156.3509979
4416,Nulato Airport,Nulato,United States,NUL,64.72930145,-158.0740051
4417,Venetie Airport,Venetie,United States,VEE,67.00869751,-146.3659973
4418,Beaver Airport,Beaver,United States,WBQ,66.36219788,-147.4069977
4419,Central Airport,Central,United States,CEM,65.57379913,-144.7830048
4420,Shungnak Airport,Shungnak,United States,SHG,66.88809967,-157.1620026
4421,Inyokern Airport,Inyokern,United States,IYK,35.65879822,-117.8300018
4422,Visalia Municipal Airport,Visalia,United States,VIS,36.31869888,-119.3929977
4423,Merced Regional Macready Field,Merced,United States,MCE,37.28469849,-120.5139999
4424,Laguna de Los Patos International Airport,Colonia,Uruguay,CYR,-34.45640182,-57.77059937
4425,Amarais Airport,Campinas,Brazil,CPQ,-22.85919952,-47.10820007
4426,Toowoomba Airport,Toowoomba,Australia,TWB,-27.5428009,151.9160004
4427,Arkalyk North Airport,Arkalyk,Kazakhstan,AYK,50.3185997,66.95279694
4428,Angoon Seaplane Base,Angoon,United States,AGN,57.503601,-134.585007
